name,state,chamber,party,lid_tw,total_posts_tw,total_likes_tw,total_retweets_tw,total_misinfo_count_tw,total_interactions_tw,interaction_score_tw,overperforming_score_tw,civility_score_tw
Lyle W. Hillyard,UT,S,R,484861885,164,232,23044,0,23276,0.9900326516583604,1.2838602382272422,1.0
Lynn Afendoulis,MI,H,R,117164761,403,1848,246051,0,247899,0.992545351130904,1.287118671106208,1.0
Lynn Copeland,ME,H,D,2815458171,268,74,1945629,0,1945703,0.999961967473967,1.2967364335194933,1.0
Lynn Stucky,TX,H,R,4562766923,238,1636,384,0,2020,0.1900990099009901,0.2465176878049757,1.0
Lynne Walz,NE,S,D,51224153,210,1206,90783,0,91989,0.9868897368163584,1.27978455103549,1.0
Lynne Williams,ME,H,D,1287774225240141824,0,0,0,0,0,0.0,0.0,0.0
Lynwood Lewis,VA,S,D,924553015,113,297,46717,0,47014,0.9936827328029948,1.2885936114549328,1.0
Mable Thomas,GA,H,D,594195884,25,11,37,0,48,0.7708333333333334,0.9996056850338482,1.0
Mac Huddleston,MS,H,R,49429772,2,0,1,0,1,1.0,1.2967857535574243,1.0
Mac McCutcheon,AL,H,R,123577910,58,1036,244,0,1280,0.190625,0.247199784271884,1.0
Mae Flexer,CT,S,D,2364467947,1171,50,12183765,0,12183815,0.9999958961950752,1.2967804318016627,1.0
Maggie Carlton,NV,H,D,1920961501,35,94,1364,0,1458,0.935528120713306,1.2131795389933655,1.0
Maggie McIntosh,MD,H,D,456109840,2489,7618,2154827,0,2162445,0.9964771358346688,1.292217353496105,1.0
Maile Shimabukuro,HI,S,D,182869502,22,5,2,0,7,0.2857142857142857,0.3705102153021213,1.0
Malcolm Kenyatta,PA,H,D,999636374415446016,0,0,0,0,0,0.0,0.0,0.0
Malcolm L. Augustine,MD,S,D,2196263406,31,55,141,0,196,0.7193877551020408,0.932891792099984,1.0
Malinda Brumfield White,LA,H,D,465264805,739,6151,33936,0,40087,0.8465587347519146,1.0978053067758815,1.0
Mallerie Stromswold,MT,H,R,1207740221837570048,0,0,0,0,0,0.0,0.0,0.0
Mallory McMorrow,MI,S,D,860715570,8889,312568,3464870,0,3777438,0.9172539694893734,1.189481880027816,1.0
Mamie Locke,VA,S,D,211678206,3,38,0,0,38,0.0,0.0,1.0
Mandy Kimmons,SC,H,R,3234193353,24,10,36363,0,36373,0.9997250707942704,1.2964292292801975,1.0
Mandy Powers Norrell,SC,H,D,33888973,6685,161236,3457098,0,3618334,0.9554391606744984,1.2389998919535523,1.0
Manka Dhingra,WA,S,D,3719616674,111,1307,585,0,1892,0.3091966173361522,0.4009617684096688,1.0
Manny D<92>az Jr.,FL,S,R,27663542,1733,36605,555047,1,591652,0.9381308607086598,1.2165547351395547,1.0
Manny Espitia,NH,H,D,1077365580,5882,47267,2977359,0,3024626,0.9843726133412858,1.2765203811730703,1.0
Manny Guzman Jr.,PA,H,D,283240155,867,1464,128419,0,129883,0.9887283170237828,1.2821687956552503,1.0
Manny Sanchez,CT,H,D,755941259387305984,0,0,0,0,0,0.0,0.0,0.0
Mara Candelaria Reardon,IN,H,D,1025872324464205824,0,0,0,0,0,0.0,0.0,0.0
Marc Korman,MD,H,D,15117083,4647,25428,1120975,0,1146403,0.9778193183374432,1.2680221615732286,1.0
Marc Levine,CA,H,D,17564640,660,3808,120340,0,124148,0.9693269323710412,1.2570093564382872,1.0
Marc Lombardo,MA,H,R,113365668,571,4296,356839,0,361135,0.9881041715701884,1.2813594127228816,1.0
Marc Morris,GA,H,R,783102149458796544,0,0,0,0,0,0.0,0.0,0.0
Marc Pacheco,MA,S,D,1505724420,815,2214,1306601,0,1308815,0.9983083934704292,1.2945921023092526,1.0
Marc Roberts,UT,H,R,1097290110,14,0,117533,0,117533,1.0,1.2967857535574243,1.0
Marcia Price,VA,H,D,2943372737,4683,42289,4742031,0,4784320,0.9911609173299444,1.2853233570763802,1.0
Marcia Ranglin-Vassell,RI,H,D,261007177,9179,46090,2757129,0,2803219,0.983558187926095,1.275464245897316,1.0
Marcos Devers,MA,H,D,292989996,2,2,0,0,2,0.0,0.0,1.0
Marcus C. Evans Jr.,IL,H,D,1020813960,515,1804,230097,0,231901,0.992220818366458,1.286697821640712,1.0
Marcus McEntire,OK,H,R,1413518334,167,881,52340,0,53221,0.9834463839461868,1.27531926008898,1.0
Marcus Riccelli,WA,H,D,376444395,818,9579,300352,0,309931,0.9690931207268716,1.2567061528291124,1.0
Marcus Simon,VA,H,D,14466551,5945,45879,5488589,0,5534468,0.9917103143427696,1.286035807295659,1.0
Margaret MacDonald,MT,S,D,1362119390,153,808,212219,0,213027,0.99620705356598,1.291867114657781,1.0
Margaret Ransone,VA,H,R,2746183652,4,26,11,0,37,0.2972972972972973,0.3855308997062613,1.0
Margo L. Davidson,PA,H,D,231839771,162,476,276,0,752,0.3670212765957447,0.4759479627418207,1.0
Mari Cordes,VT,H,D,718145294383362048,0,0,0,0,0,0.0,0.0,0.0
Mari Leavitt,WA,H,D,180677205,1962,7976,27991,0,35967,0.7782411655128312,1.0092120562689653,1.0
Mari Manoogian,MI,H,D,32787951,10477,507774,12184768,0,12692542,0.9599943021657916,1.2449069345449,1.0
Maria Chappelle-Nadal,MO,H,D,83039463,3823,17440,2517295,0,2534735,0.9931195963286102,1.287863344097642,1.0
Maria Donatucci,PA,H,D,252565323,1151,782,29258,0,30040,0.9739680426098536,1.2630278820766687,1.0
Maria Horn,CT,H,D,940472210,221,589,248926,0,249515,0.9976394204757228,1.2937245876602026,1.0
Maria Perez,NH,H,D,1893014606,4151,6023,773990,0,780013,0.9922783338226414,1.2867724068648998,1.0
Maria Robinson,MA,H,D,16610516,1195,2567,1289802,0,1292369,0.998013725182204,1.294209980671057,1.0
Mariannette Miller-Meeks,IA,S,R,18131106,808,36413,109399,0,145812,0.7502743258442378,0.9729450570147088,1.0
Marie Poulson,UT,H,D,3280741788,828,6549,289929,0,296478,0.977910671280837,1.2681406267687672,1.0
Marie Waldron,CA,H,R,20078631,1189,11179,138136,2,149315,0.9251314335465292,1.1996972631912963,1.0
Marilyn Dondero Loop,NV,S,D,274841062,1389,2189,638994,0,641183,0.996585998069194,1.292358524490938,1.0
Mario Scavello,PA,S,R,2927384962,670,1300,30550,0,31850,0.9591836734693876,1.2438557227999787,1.0
Marion O'Neill,MN,H,R,443326270,151,655,12925,0,13580,0.9517673048600884,1.2342382816443087,1.0
Maritza Davila,NY,H,D,3393387226,814,2570,31281,0,33851,0.9240790523175092,1.1983325502061917,1.0
Marjorie Decker,MA,H,D,66120349,5058,15661,4916028,0,4931689,0.9968244145160003,1.29266769954257,1.0
Marjorie Porter,NH,H,D,557280019,2300,1759,4379264,1,4381023,0.9995984956025112,1.2962650883747704,1.0
Mark Baisley,CO,,R,20888710,77,320,94,1,414,0.2270531400966183,0.2944392773777727,1.0
Mark Batinick,IL,H,R,58502514,186,270,126438,0,126708,0.997869116393598,1.2940224540541532,1.0
Mark Bryant,ME,H,D,21480316,369,287,162841,0,163128,0.9982406453827668,1.2945042475543411,1.0
Mark Cole,VA,H,R,1706107621,2233,3316,1953110,38,1956426,0.998305072617109,1.294587795873977,1.0
Mark Cusack,MA,H,D,3434426878,16,17,2412,0,2429,0.993001235076163,1.2877098549116954,1.0
Mark F. Miller,WI,S,D,402905504,607,325,86810,0,87135,0.9962701555058244,1.291948944354393,1.0
Mark Finchem,AZ,H,R,74303349,337,510776,816281,0,1327057,0.6151062087009074,0.7976609683680567,1.0
Mark Harris,ID,S,R,978397162865278848,0,0,0,0,0,0.0,0.0,0.0
Mark Hart,KY,H,R,2467810262,17,12,79,0,91,0.8681318681318682,1.1257810388025993,1.0
Mark Hass,OR,S,D,227829941,162,1128,100147,0,101275,0.9888620093804,1.282342165998671,1.0
Mark Huizenga,MI,H,R,314737623,172,325,61228,0,61553,0.994719997400614,1.2899387214077949,1.0
Mark Keam,VA,H,D,16118322,6035,48305,11706708,0,11755013,0.99589068935951,1.291456858061895,1.0
Mark King,NH,H,D,410113595,1964,1187,4399305,0,4400492,0.9997302574348504,1.2964359552418103,1.0
Mark Lawson,OK,H,R,284377473,53,26,837,0,863,0.969872537659328,1.2577168896032032,1.0
Mark Levine,VA,H,D,3435765453,1584,15105,1554791,0,1569896,0.9903783435335844,1.2843085265261531,1.0
Mark Lowery,AR,H,R,528977492,106,8,1381254,0,1381262,0.9999942081951144,1.296778242827361,1.0
Mark McKenney,RI,S,D,1233816640774692864,0,0,0,0,0,0.0,0.0,0.0
Mark N. Fisher,MD,H,R,162850946,168,296,912928,0,913224,0.9996758736082276,1.296365431070222,1.0
Mark N. Willis,SC,H,R,474076255,140,572,2301,0,2873,0.8009049773755657,1.038602164613865,1.0
Mark Nakashima,HI,H,D,26387452,2,2,0,0,2,0.0,0.0,1.0
Mark Obenshain,VA,S,R,18804994,596,8849,44400,4,53249,0.833818475464328,1.0812839200351114,1.0
Mark Pody,TN,S,R,142822803,76,119,207,0,326,0.6349693251533742,0.8234191748048677,1.0
Mark Proulx,NH,H,R,30579716,65,1,1,0,2,0.5,0.6483928767787123,1.0
Mark R. Maynard,WV,S,R,30394830,9,4,0,0,4,0.0,0.0,1.0
Mark Romanchuk,OH,,R,1089424866,23,697,63,0,760,0.0828947368421052,0.1074967137817338,1.0
Mark Rozzi,PA,H,D,976513639,81,97,32,0,129,0.2480620155038759,0.3216832877041673,1.0
Mark S. Chang,MD,H,D,2157896753,174,707,463,0,1170,0.3957264957264957,0.5131724819633227,1.0
Mark Schreiber,KS,,R,2253838856,114,124,20588,0,20712,0.9940131324835844,1.289022069053701,1.0
Mark Sickles,VA,H,D,17846914,85,813,1929,0,2742,0.7035010940919038,0.912290196430442,1.0
Mark Smith,IA,H,D,1854639792,86,2796,3642,0,6438,0.5657036346691519,0.7335964141746101,1.0
Mark Spreitzer,WI,H,D,2934291302,1423,11321,53400,0,64721,0.8250799585914927,1.0699519358471976,1.0
Mark Stone,CA,H,D,1206233820,37,369,5440,0,5809,0.9364778791530384,1.2144111722073316,1.0
Mark Stoops,IN,S,D,919940692138512384,0,0,0,0,0,0.0,0.0,0.0
Mark Thane,MT,H,D,355937557,8,2,116,0,118,0.9830508474576272,1.274806334005604,1.0
Mark Tisdel,MI,H,R,1952446644,679,18,604688,6,604706,0.9999702334688262,1.2967471527438656,1.0
Mark Vancuren,OK,H,R,528062708,211,786,399950,0,400736,0.9980386089595144,1.2942422495989678,1.0
Mark Walczyk,NY,H,R,2209066172,1376,5274,462356,0,467630,0.9887218527468298,1.2821604128729909,1.0
Mark Wheatley,UT,H,D,1112161434,281,813,385458,0,386271,0.9978952600635306,1.2940563567928676,1.0
Mark Wright,LA,H,R,779745139724025856,0,0,0,0,0,0.0,0.0,0.0
Marko Liias,WA,S,D,16659899,2111,20691,3228006,0,3248697,0.9936309849764382,1.2885265056106765,1.0
Marlon Amprey,MD,H,D,39653331,1654,10440,1393687,0,1404127,0.9925647751236176,1.2871438598632363,1.0
Marlon Kimpson,SC,S,D,1529551105,3524,113957,2742393,0,2856350,0.960103978854132,1.245049161711837,1.0
Marsha Judkins,UT,H,R,31415262,80,477,40225,0,40702,0.9882806741683456,1.2815882987776377,1.0
Martha Fuller Clark,NH,S,D,147055861,615,0,6310123,0,6310123,1.0,1.2967857535574243,1.0
Martha Mugler,VA,H,D,454184675,357,2368,40231,0,42599,0.9444118406535364,1.224699820450451,1.0
Martha Stevens,MO,H,D,1536736850,1224,6001,3429414,0,3435415,0.9982531950288394,1.29452052175658,1.0
Marti Anderson,IA,H,D,310660762,81,52,395198,0,395250,0.9998684376976598,1.2966151454380446,1.0
Martin Carbaugh,IN,H,R,33611450,4392,3224,5274387,0,5277611,0.9993891175382196,1.2959935698838896,1.0
Martin Daniel,TN,H,R,799712720727797760,0,0,0,0,0,0.0,0.0,0.0
Martin Flynn,PA,H,D,1397930017,340,681,161124,0,161805,0.9957912301844812,1.2913278808206574,1.0
Martin Quezada,AZ,S,D,377010453,3901,673622,4560584,0,5234206,0.8713038806649949,1.1298944594656637,1.0
Marty Gearheart,WV,H,R,27002159,216,154,21797,0,21951,0.9929843742881872,1.2876879900820548,1.0
Marty Wilde,OR,H,D,2268036854,1218,5836,1059118,0,1064954,0.9945199510964792,1.289679304210541,1.0
