name,state,chamber,party,lid_tw,total_posts_tw,total_likes_tw,total_retweets_tw,total_misinfo_count_tw,total_interactions_tw,interaction_score_tw,overperforming_score_tw,civility_score_tw
David Clark,GA,H,R,424385885,1118,128101,2452703,9,2580804,0.9503639176008716,1.2324183890398326,1.0
David Crowley,WI,H,D,89282229,594,19518,308523,0,328041,0.9405013397715528,1.2196287386174207,1.0
David DeCoste,MA,H,R,2638437510,27,57,2434,0,2491,0.9771176234443998,1.267112213632586,1.0
David DiPietro,NY,H,R,479902610,548,636,1433300,5,1433936,0.9995564655605272,1.2962105844151042,1.0
David Dreyer,GA,H,D,7433632,2178,42450,484159,0,526609,0.9193899078823188,1.192251734506264,1.0
David Eastman,AK,H,R,3310780794,75,106,141608,1,141714,0.9992520146209972,1.2958157767740646,1.0
David Faulkner,AL,H,R,2207941170,1,1,0,0,1,0.0,0.0,1.0
David Fraser-Hidalgo,MD,H,D,1963725830,515,859,22665,0,23524,0.963484101343309,1.249432456401081,1.0
David Frockt,WA,S,D,145145693,148,791,70804,0,71595,0.9889517424401144,1.282458530552132,1.0
David Gallegos,NM,H,R,935603288,73,67,54865,0,54932,0.998780310201704,1.295204077203235,1.0
David Givens,KY,S,R,3013091151,63,1590,324,0,1914,0.1692789968652037,0.2195185915112881,1.0
David Greenspan,OH,H,R,123272512,371,1048,359,0,1407,0.2551528073916133,0.3308785256056257,1.0
David H. Watters,NH,S,D,2573501064,8540,15856,7101579,0,7117435,0.9977722311478784,1.2938968146477745,1.0
David Haley,KS,,D,707341086,599,281,739229,4,739510,0.9996200186610052,1.2962929991703984,1.0
David Hillman,AR,H,R,1347416502,9,1,22,0,23,0.9565217391304348,1.2404037642723191,1.0
David Huot,NH,H,D,562961067,161,111,319264,0,319375,0.999652446183953,1.2963350507201803,1.0
David J. Leland,OH,H,D,2966952164,874,7647,6274296,0,6281943,0.9987827014667278,1.2952071781616508,1.0
David Karrick,NH,H,D,738813624,26,7,20,0,27,0.7407407407407407,0.9605820396721664,1.0
David LaGrand,MI,H,D,35697338,208,611,279821,0,280432,0.9978212186911622,1.2939603409960063,1.0
David LeBoeuf,MA,H,D,23838780,769,3400,86345,0,89745,0.9621148810518692,1.24765687103366,1.0
David Linsky,MA,H,D,69108417,116,757,122699,2,123456,0.9938682607568688,1.288834201462403,1.0
David Livingston,AZ,S,R,608826805,40419,6009,93466540,2735,93472549,0.9999357137462892,1.296702388059463,1.0
David Luneau,NH,H,D,15472678,22,121,428,0,549,0.7795992714025501,1.010973228638575,1.0
David M. Maloney,PA,H,R,3140557071,1682,762,854135,247,854897,0.999108664552572,1.295629882447559,1.0
David McSweeney,IL,H,R,2285651706,2190,66877,1003645,0,1070522,0.9375286075391258,1.2157737418092682,1.0
David Meade,KY,H,R,1250004840,32,184,147,0,331,0.4441087613293051,0.5759139147218774,1.0
David Meuse,NH,H,D,1281118914,4722,21528,8134335,1,8155863,0.9973604264809256,1.2933627922224211,1.0
David Michel,CT,H,D,2192578230,1231,166,5790755,0,5790921,0.999971334438857,1.2967485804661163,1.0
David Miramant,ME,S,D,2379837175,1,0,0,0,0,0.0,0.0,1.0
David Moon,MD,H,D,1689734478,1111,14524,423990,1,438514,0.9668790506118392,1.253834978246561,1.0
David Muradian,MA,H,R,2339138480,296,641,112520,0,113161,0.9943355042815104,1.2894401162086002,1.0
David Nelson,ID,S,D,932454700217131008,0,0,0,0,0,0.0,0.0,0.0
David Osborne,KY,H,R,1947243547,14,13,26,0,39,0.6666666666666666,0.8645238357049496,1.0
David Perryman,OK,H,D,557446629,35,93,3943,0,4036,0.9769573835480674,1.2669044168178705,1.0
David Place,RI,H,R,63759612,1353,1951,913398,3,915349,0.9978685725335364,1.2940217487841734,1.0
David Rader,OK,S,R,1663651394,1,1,0,0,1,0.0,0.0,1.0
David Ralston,GA,H,R,412499496,510,166,1338287,0,1338453,0.999875976220308,1.2966249212868175,1.0
David Ray,AR,H,R,20958178,925,7537,159538,4,167075,0.95488852311836,1.2382858330153788,1.0
David Reid,VA,H,D,2762376755,1028,4029,28875,0,32904,0.8775528811086798,1.1379980742150084,1.0
David Rogers,NC,H,R,78515188,1,0,117,0,117,1.0,1.2967857535574243,1.0
David Rowe,PA,H,R,1207665793590279936,0,0,0,0,0,0.0,0.0,0.0
David Sater,MO,S,R,144771606,1989,1231,1860422,0,1861653,0.99933875969367,1.295928266548498,1.0
David Silvers,FL,H,D,2174187884,13,39,3416,0,3455,0.988712011577424,1.282147650984707,1.0
David Smith,FL,H,R,824158863528226816,0,0,0,0,0,0.0,0.0,0.0
David Spiller,TX,H,R,228185101,269,706,42278,1,42984,0.98357528382654,1.2754864156174577,1.0
David Standridge,AL,H,R,713430148,56,64,107917,0,107981,0.9994073031366628,1.2960171527088709,1.0
David Steffen,WI,H,R,2910867573,6,21,39,0,60,0.65,0.842910739812326,1.0
David Suetterlein,VA,S,R,1043581705,740,16358,3632,0,19990,0.1816908454227113,0.2356140998959763,1.0
David Welter,IL,H,R,162926936,183,565,42224,0,42789,0.9867956717848044,1.2796625688426628,1.0
David Weprin,NY,H,D,23450905,1055,4398,6258,4,10656,0.5872747747747747,0.761569561351573,1.0
David Whitaker,AR,H,D,937557852,2062,2686,2608853,0,2611539,0.998971487693655,1.295451993451198,1.0
David Wilkerson,GA,H,D,54772083,579,628,375986,0,376614,0.998332510209392,1.2946233765527615,1.0
David Wood,MO,H,R,31502748,20,56,150,0,206,0.7281553398058253,0.9442614710369596,1.0
David Yates,KY,S,D,443114504,63,45,8607,0,8652,0.9947988904299584,1.2900410287643034,1.0
Davina Duerr,WA,H,D,3188088152,4171,5353,6736075,0,6741428,0.999205954584103,1.2957560467744118,1.0
Dawn Buckingham,TX,S,R,2354071802,1645,35162,68299,28,103461,0.660142469142962,0.8560633493028149,1.0
Dawn Euer,RI,S,D,263710364,1698,7773,1485327,0,1493100,0.994794052642154,1.2900347551899998,1.0
Dawn Keefer,PA,H,R,234520842,537,3042,429075,3,432117,0.9929602399350176,1.2876566929966928,1.0
Dawn White,TN,S,R,467151515,186,662,98478,0,99140,0.9933225741375832,1.2881265628286065,1.0
Daylin Leach,PA,S,D,20540348,2027,52965,426523,1,479488,0.8895384243192739,1.1535407558991535,1.0
De'Keither Stamps,MS,H,D,20567646,75,76,1329,0,1405,0.9459074733096086,1.2266393355714005,1.0
DeWayne Burns,TX,H,R,2223328046,225,1725,111219,0,112944,0.984726944326392,1.2769798725466002,1.0
Dean Arp,NC,H,R,486662162,33,64,60447,0,60511,0.9989423410619556,1.295414196514446,1.0
Dean Burke,GA,S,R,73312470,389,2661,189869,0,192530,0.9861787773334024,1.278862588906636,1.0
Dean Dohrman,MO,H,R,435467995,56,21,358071,0,358092,0.999941355852686,1.296709704662658,1.0
Dean Plocher,MO,H,R,78405684,48,121,68304,0,68425,0.99823164048228,1.2944925701276777,1.0
Dean Schamore,KY,H,D,2225736954,604,1562,169669,0,171231,0.9908778200209074,1.2849562405191506,1.0
Dean Takko,WA,S,D,1263571641788846080,0,0,0,0,0,0.0,0.0,0.0
Dean Urdahl,MN,H,R,1904511128,220,1037,7078,0,8115,0.8722119531731362,1.1310720349574184,1.0
Dean VanSchoiack,MO,H,R,527090973,8,2,1600,0,1602,0.9987515605493134,1.295166795063595,1.0
Deane Rykerson,ME,H,D,1630707068,25,4,79282,0,79286,0.9999495497313524,1.296720330367779,1.0
Deanna Ballard,NC,S,R,4509554421,442,6102,51115,0,57217,0.8933533739972386,1.1584879282920768,1.0
Deanna Jurius,NH,H,R,2724814550,17,16,228,0,244,0.9344262295081968,1.21175062217661,1.0
Deanne Mazzochi,IL,H,R,1035352890926346240,0,0,0,0,0,0.0,0.0,0.0
Deb Lavender,MO,H,D,153125472,3722,11550,10697799,2,10709349,0.9989215030717552,1.295387174105621,1.0
Deb Patterson,OR,S,D,974335373777158016,0,0,0,0,0,0.0,0.0,0.0
Deb Ruggiero,RI,H,D,2277783129,627,2097,1648799,0,1650896,0.998729780676675,1.2951385512350433,1.0
Debbie Mayfield,FL,S,R,87464481,2164,6887,431550,1,438437,0.9842919279166676,1.276415749463906,1.0
Debbie Wood,AL,H,R,453477434,103,600,1315,0,1915,0.6866840731070496,0.890482123200007,1.0
Deborah Armstrong,NM,H,D,2980573134,403,3123,1941,0,5064,0.3832938388625592,0.4970499896633019,1.0
Deborah Ferguson,AR,H,D,457702111,4,9,0,0,9,0.0,0.0,1.0
Deborah Glick,NY,H,D,321416352,17192,11625,60962017,0,60973642,0.9998093438472972,1.296538513374771,1.0
Debra Bazemore,GA,H,D,4893722476,90,170,144376,0,144546,0.998823903809168,1.2952606087723404,1.0
Debra Gibbs,MS,H,D,821409447335591808,0,0,0,0,0,0.0,0.0,0.0
Debra Heffernan,DE,H,D,309432919,1421,407,4143737,0,4144144,0.9999017891270188,1.296658395096498,1.0
Debra M. Davis,MD,H,D,1154578244,1544,3204,1086646,0,1089850,0.9970601458916364,1.2929733926321616,1.0
Debra Moody,TN,H,R,527613971,105,601,12066,0,12667,0.9525538801610484,1.2352583012886935,1.0
Declan O'Scanlon,NJ,S,R,25728028,4932,80839,872722,6,953561,0.9152240915893164,1.186849563285561,1.0
Deidre Henderson,UT,S,R,14795302,1389,63020,52244,0,115264,0.4532551360355358,0.5877748031376153,1.0
Del Marsh,AL,S,R,248798598,24,126,193,0,319,0.6050156739811913,0.7845757066977522,1.0
Della Au Belatti,HI,H,D,179281961,3,8,0,0,8,0.0,0.0,1.0
Denise Crosswhite Hader,OK,H,R,2952577530,288,268,31678,0,31946,0.9916108432980656,1.2859068146619952,1.0
Denise Epstein,AZ,H,D,30039891,2627,14880,1696025,0,1710905,0.9913028484924644,1.2855074113859222,1.0
Denise Garlick,MA,H,D,114944050,770,918,597668,0,598586,0.998466385782494,1.2947969844887095,1.0
Denise Harper Angel,KY,S,D,1666437788,146,384,130631,0,131015,0.997069037896424,1.2929849236572906,1.0
Denise Tepler,ME,H,D,529784654,70,47,28118,0,28165,0.9983312622048642,1.2946217581582695,1.0
Dennis Acton,NH,H,R,49325601,25,60,27207,0,27267,0.9977995379029596,1.2939322256587396,1.0
Dennis Baxley,FL,S,R,106237226,66,373,92,0,465,0.1978494623655914,0.2565683641446947,1.0
Dennis Bonnen,TX,H,R,1058380976500498432,0,0,0,0,0,0.0,0.0,0.0
Dennis Canario,RI,H,D,617682499,12,4,2250,0,2254,0.9982253771073648,1.2944844478723183,1.0
Dennis DeBar,MS,S,R,2339811468,16,0,181,0,181,1.0,1.2967857535574243,1.0
Dennis Linthicum,OR,S,R,752123083,43,113,51910,0,52023,0.9978278838206178,1.29396898424093,1.0
Dennis Moss,SC,H,R,4106264759,3,10,15,0,25,0.6,0.7780714521344547,1.0
Dennis Paul,TX,H,R,3053769480,338,1790,116453,0,118243,0.984861683144034,1.2771545999257694,1.0
Dennis Powers,TN,H,R,48136841,226,288,181748,2,182036,0.998417895361357,1.2947341028013952,1.0
Dennis Roch,NM,H,R,87303824,16,24,65824,0,65848,0.9996355242376382,1.296313106581277,1.0
Dennis Zent,IN,H,R,1568529060,3,15,1,0,16,0.0625,0.081049109597339,1.0
Denny Hoskins,MO,S,R,27098871,1828,3005,3891445,10,3894450,0.9992283891178472,1.295785139558159,1.0
Denyc Boles,OR,S,R,717153379,96,802,590,0,1392,0.4238505747126437,0.5496433869244831,1.0
Deon Tedder,SC,H,D,84977101,144,4151,578359,0,582510,0.9928739420782476,1.287544783165471,1.0
Derek Grier,MO,H,R,22094180,872,4473,721891,21,726364,0.99384193049215,1.2888000567502282,1.0
Derek Kitchen,UT,S,D,65775538,2985,46828,8306585,0,8353413,0.9943941476376184,1.2895161640773418,1.0
Derek Merrin,OH,,R,43546286,27,334,84,0,418,0.200956937799043,0.2605980940163245,1.0
Derek Stanford,WA,S,D,89018912,661,71,4162836,0,4162907,0.999982944610581,1.2967636363714046,1.0
Derrel Fincher,OK,H,R,17316930,7,8,55,0,63,0.873015873015873,1.1321145467564817,1.0
Derrick Jackson,GA,H,D,3580253117,988,652,3072726,0,3073378,0.999787855577804,1.296510647693024,1.0
Derrick Simmons,MS,S,D,303266005,937,2358,3598239,0,3600597,0.9993451086028232,1.2959364997234386,1.0
Derrin Owens,UT,H,R,600333987,2,3,0,0,3,0.0,0.0,1.0
Derwin Montgomery,NC,H,D,58680496,212,748,624173,0,624921,0.9988030487053564,1.2952335641708286,1.0
Destin Hall,NC,H,R,587746073,122,1904,2001,0,3905,0.5124199743918054,0.6644989226295536,1.0
Devin Carney,CT,H,R,2435584206,347,165,136948,0,137113,0.9987966130126248,1.29522521845618,1.0
Devon Mathis,CA,H,R,2170982269,1999,1801,1025088,17,1026889,0.9982461590298464,1.2945113975733242,1.0
Dewey McClain,GA,H,D,272759459,255,561,4805,0,5366,0.895452851285874,1.1612105005298965,1.0
Dexter Sharper,GA,H,D,89812248,9,2,0,0,2,0.0,0.0,1.0
DiAnne Gove,NJ,H,R,1570489111,428,698,59886,0,60584,0.988478806285488,1.28184523368447,1.0
Diana DiZoglio,MA,S,D,231628163,2565,13016,62684,0,75700,0.8280581241743725,1.073813978546811,1.0
Diana Dierks,KS,H,R,72886037,3,2,0,0,2,0.0,0.0,1.0
Diana M. Fennell,MD,H,D,2197877738,39,40,26,0,66,0.3939393939393939,0.510854993825652,1.0
Diane Lanpher,VT,H,D,3825976516,11,1,51642,0,51643,0.9999806362914624,1.2967606429760572,1.0
Diane Pappas,IL,H,D,1086310626627121152,0,0,0,0,0,0.0,0.0,0.0
Diane Savino,NY,S,D,80890505,2824,16651,622497,1,639148,0.9739481309493264,1.2630020609189674,1.0
Dianna Graves,WV,H,R,501086777,81,125,677,0,802,0.844139650872818,1.0946682732648083,1.0
Dianne Hesselbein,WI,H,D,29895343,613,2458,75774,0,78232,0.9685806319664588,1.2560415647057506,1.0
Dick Saslaw,VA,S,D,277034872,279,4820,17663,0,22483,0.7856157986033893,1.018775375398514,1.0
Diego Bernal,TX,H,D,221659600,9584,170488,23531874,3,23702362,0.9928071303611008,1.2874581426825042,1.0
Diego Espinoza,AZ,H,D,3022998240,424,1813,213722,0,215535,0.991588373118055,1.2858776756526775,1.0
Diego Rodriguez,AZ,H,D,1439172907,12701,41933,32055302,1,32097235,0.998693563479845,1.2950915852901603,1.0
Dinah Sykes,KS,,D,3242677586,2256,21459,576511,0,597970,0.9641135842935264,1.2502487609230302,1.0
Dirk Deaton,MO,H,R,23817491,268,1829,98089,0,99918,0.9816949898917112,1.273048077230271,1.0
Dollyne Sherman,IN,H,R,292020712,486,151,784837,0,784988,0.9998076403715724,1.2965363043317202,1.0
Dolores Gresham,TN,S,R,1194675296764677888,0,0,0,0,0,0.0,0.0,0.0
Domingo DeGrazia,AZ,H,D,893512044443426816,0,0,0,0,0,0.0,0.0,0.0
Dominick Moreno,CO,,D,33490420,126,798,299157,0,299955,0.9973396009401412,1.2933357859578218,1.0
Dominique Jackson,CO,,D,18817233,1176,5313,1206534,0,1211847,0.99561578318055,1.291100363645455,1.0
Don Harmon,IL,S,D,1339508377,413,3401,162109,0,165510,0.9794513926650956,1.270138612310075,1.0
Don Hineman,KS,,R,375411026,1145,7768,648787,0,656555,0.9881685464279458,1.2814428931213089,1.0
Don Ipson,UT,S,R,1128438697,23,104,38,0,142,0.2676056338028169,0.3470271734871981,1.0
Don Parsons,GA,H,R,66707220,213,279,64158,0,64437,0.9956701894874064,1.29117091696909,1.0
Donald G. Davis,NC,S,D,226330560,69,720,55574,0,56294,0.9872100046186094,1.280199869758772,1.0
Donald Rone,MO,H,D,2411429150,74,61,387,0,448,0.8638392857142857,1.1202144790775073,1.0
Donna Baringer,MO,H,D,49854315,873,1826,64581,0,66407,0.97250289879079,1.2611279044451946,1.0
Donna Campbell,TX,S,R,68920859,2411,10457,475535,3,485992,0.9784831849083936,1.2688830542847,1.0
Donna Howard,TX,H,D,112899475,7545,146448,1778733,0,1925181,0.9239302694136292,1.1981396106560676,1.0
Donna Lasinski,MI,H,D,92336174,715,4664,50907,0,55571,0.9160713321696567,1.1879482527999825,1.0
Donna Lupardo,NY,H,D,96360994,893,6280,710569,0,716849,0.9912394381522468,1.2854251817600997,1.0
Donna McLeod,GA,H,D,1192835660,1457,3922,1697495,1,1701417,0.9976948625763112,1.2937964841863931,1.0
Donna Mercado Kim,HI,S,D,1925699563,616,181,7994,0,8175,0.9778593272171254,1.2680740445184162,1.0
Donna Nesselbush,RI,S,D,229980782,19,234,81,0,315,0.2571428571428571,0.3334591937719091,1.0
Donna Oberlander,PA,H,R,2567035850,15,21,120,0,141,0.851063829787234,1.103647449836106,1.0
Donna Rozar,WI,H,R,1346562108570230784,0,0,0,0,0,0.0,0.0,0.0
Donna Soucy,NH,S,D,550335338,577,6388,1066178,0,1072566,0.9940441893552472,1.2890623431624235,1.0
Donnie Chesteen,AL,S,R,486975677,48,92,2943,0,3035,0.969686985172982,1.2574762677823723,1.0
Donovan Dela Cruz,HI,S,D,15928053,22,20,5,0,25,0.2,0.2593571507114849,1.0
Dontavius Jarrells,OH,,D,470194924,260,6285,1040,0,7325,0.1419795221843003,0.184117021665491,1.0
Dora Drake,WI,H,D,1346146036591550464,0,0,0,0,0,0.0,0.0,0.0
Doreen Carter,GA,H,D,2460346514,400,516,666406,0,666922,0.9992262963285062,1.2957824256587565,1.0
Doris Turner,IL,S,D,191481779,338,1802,35988,0,37790,0.952315427361736,1.2349490790956494,1.0
Dottie Bailey,MO,H,R,974819163305848832,0,0,0,0,0,0.0,0.0,0.0
Doug Beck,MO,H,D,440327276,709,11479,95060,0,106539,0.8922554182036625,1.1570641148609315,1.0
Doug Ericksen,WA,S,R,314402180,7,7,2,0,9,0.2222222222222222,0.2881746119016499,1.0
Doug Libla,MO,S,R,573997627,41,200,172,0,372,0.4623655913978494,0.5995891118598844,1.0
Doug McLeod,MS,H,R,2988998035,1,0,28,0,28,1.0,1.2967857535574243,1.0
Doug Owens,UT,H,D,2328078134,34,108,135,0,243,0.5555555555555556,0.7204365297541248,1.0
Doug Richey,MO,H,R,51370272,422,1198,26948,0,28146,0.9574362253961488,1.241589657033521,1.0
Doug Skaff,WV,H,D,18517965,183,1951,1235,0,3186,0.3876333961079723,0.5026774656759005,1.0
Doug Wozniak,MI,H,R,493353165,184,45,16,0,61,0.2622950819672131,0.3401405255232589,1.0
Douglas M. Smith,NY,H,R,134147264,32,19,9,0,28,0.3214285714285714,0.4168239922148865,1.0
Douglas Miller,IN,H,R,2282456132,416,434,54,0,488,0.110655737704918,0.1434967842051248,1.0
Douglas Peters,MD,S,D,764399342,89,163,131,0,294,0.445578231292517,0.5778195024354511,1.0
"Douglas Swearingen, Jr.",OH,,R,2251330776,223,875,13998,0,14873,0.9411685604787198,1.220493980924953,1.0
Drew Darby,TX,H,R,1546246813,258,5201,19330,0,24531,0.7879825526884351,1.0218445483781753,1.0
Drew Dennert,SD,H,R,1480931846,40,47,108,0,155,0.6967741935483871,0.903566847640012,1.0
Drew Gattine,ME,H,D,907012687,841,4693,1421370,0,1426063,0.9967091215465236,1.2925181892622672,1.0
Drew Hansen,WA,H,D,380321847,1070,20394,153552,0,173946,0.8827567176020145,1.1447463352434069,1.0
Drew MacEwen,WA,H,R,270428864,165,1170,2121,0,3291,0.6444849589790337,0.8357589131860521,1.0
Drew Springer Jr.,TX,H,R,381552927,1334,22587,300116,1,322703,0.930006848402401,1.206019631719073,1.0
Drew Stokesbary,WA,H,R,46534084,78,495,3531,0,4026,0.8770491803278688,1.137344882218397,1.0
Duane Quam,MN,H,R,26830588,40,26,3613,0,3639,0.992855179994504,1.2875204527625652,1.0
Duane Stark,OR,H,R,193852757,5,27,7,0,34,0.2058823529411764,0.2669853022029991,1.0
Duey Stroebel,WI,S,R,3195865372,618,7665,48549,1,56214,0.8636460668160957,1.1199639155630166,1.0
Dustin Burrows,TX,H,R,2678481522,1800,15287,1207593,9,1222880,0.9874991822582756,1.2805748712021383,1.0
Dustin Miller,LA,H,D,128082654,19,13,90637,0,90650,0.9998565912851628,1.2965997831790876,1.0
Dwayne Bohac,TX,H,R,3099952406,299,543,7479,0,8022,0.9323111443530292,1.2090078098798278,1.0
Dylan Fernandes,MA,H,D,2148056580,719,6969,2521231,0,2528200,0.99724349339451,1.293211155061838,1.0
Dylan Giambatista,VT,H,D,1325801276,421,2815,574163,0,576978,0.9951211311349826,1.290458905919795,1.0
Dylan Roberts,CO,,D,26420906,1549,18710,1288467,0,1307177,0.985686712664008,1.278224486453536,1.0
E. Werner Reschke,OR,H,R,525740012,7991,19721,23855905,46,23875626,0.999174011186136,1.295714623031008,1.0
Earl Ehrhart,GA,H,R,45330233,14,68,340,0,408,0.8333333333333334,1.080654794631187,1.0
Earl Harris Jr.,IN,H,D,213839365,779,1174,715018,0,716192,0.9983607747643092,1.294660029624909,1.0
Ed Berger,KS,S,R,403040919,178,868,201,0,1069,0.1880261927034612,0.2438296879934914,1.0
Ed Butler,NH,H,D,274120509,131,51,1154385,0,1154436,0.9999558225834954,1.2967284649130724,1.0
Ed Charbonneau,IN,S,R,1901212753,542,570,34273,0,34843,0.9836409034813304,1.275571510250943,1.0
Ed Emery,MO,S,R,25308197,33,34,850,0,884,0.9615384615384616,1.246909378420601,1.0
Ed Harbison,GA,S,D,1428557604,69,271,3239,0,3510,0.9227920227920228,1.1966635486531334,1.0
Ed Hooper,FL,S,R,2347561232,2,1,0,0,1,0.0,0.0,1.0
Ed Jackson,TN,S,R,998761812031102848,0,0,0,0,0,0.0,0.0,0.0
Ed Lewis,MO,H,R,917373543989510016,0,0,0,0,0,0.0,0.0,0.0
Ed Neilson,PA,H,D,3417831526,364,114,51222,0,51336,0.9977793361383824,1.293906028298239,1.0
Ed Ra,NY,H,R,260762631,3218,10374,173600,3,183974,0.9436115972909216,1.2236620762584327,1.0
Ed Setzler,GA,H,R,161156822,69,150,36369,2,36519,0.9958925490840383,1.291459269726169,1.0
Ed Stafman,MT,H,D,1096101391779618816,0,0,0,0,0,0.0,0.0,0.0
Ed Thompson,TX,H,R,1096434308,730,2355,26725,0,29080,0.9190165061898212,1.191767512511079,1.0
Eddie Andrews,IA,H,R,20806647,154,864,93,0,957,0.0971786833855799,0.1260199321638876,1.0
Eddie Day Pashinski,PA,H,D,254660752,490,214,15319,0,15533,0.98622288031932,1.278919781030463,1.0
Eddie Farnsworth,AZ,S,R,1367742536,75,36526,204514,0,241040,0.8484649850647196,1.1002773050242414,1.0
Eddie Lucio III,TX,H,D,296550439,195,1025,34094,0,35119,0.9708135197471456,1.2589371417690378,1.0
Eddie Lucio Jr.,TX,S,D,214133792,1369,2988,62061,0,65049,0.9540653968546788,1.237218414603258,1.0
Eddie Mannis,TN,H,R,1618927796,245,3084,6503,0,9587,0.6783143840617503,0.8796284296843571,1.0
Eddie Melton,IN,S,D,919939008612000000,0,0,0,0,0,0.0,0.0,0.0
Eddie Morales Jr.,TX,H,D,1202276468857999872,0,0,0,0,0,0.0,0.0,0.0
Eddie Rodriguez,TX,H,D,21421710,1705,47892,619910,0,667802,0.9282841321229944,1.2037856377905174,1.0
Edgar Flores,NV,H,D,2381478368,597,15616,229024,0,244640,0.9361674296926096,1.214008585769848,1.0
Edgar Gonzalez Jr.,IL,H,D,3241456776,88,802,180,0,982,0.1832993890020366,0.2377000362936216,1.0
